person_id,age_band,gender,region,urbanicity,digital_engagement_score,concept_interest_0_10,likely_to_try
P41268,45-54,Non-binary / other,South,Urban,37.1,4.4,0
P41269,45-54,Woman,Midlands,Urban,75.1,1.7,0
P41270,45-54,Man,London,Urban,32.8,2.5,0
P41271,25-34,Man,North,Urban,81.6,7.5,1
P41272,18-24,Man,South,Rural / small town,64.4,4.6,0
P41273,65-74,Woman,Midlands,Rural / small town,57.6,4.2,0
P41274,65-74,Woman,London,Urban,52.5,3.2,0
P41275,65-74,Woman,Midlands,Urban,32.8,0.0,0
P41276,55-64,Woman,Midlands,Urban,69.7,4.7,0
P41277,55-64,Man,Midlands,Rural / small town,39.2,5.4,0
P41278,55-64,Man,London,Urban,50.1,4.9,0
P41279,35-44,Woman,Midlands,Urban,65.3,7.1,1
P41280,25-34,Man,Midlands,Urban,82.7,4.4,0
P41281,45-54,Man,Midlands,Rural / small town,42.9,4.6,0
P41282,65-74,Woman,Scotland/Wales,Rural / small town,34.6,4.9,0
P41283,35-44,Man,Midlands,Rural / small town,50.8,6.0,0
P41284,35-44,Woman,South,Urban,77.3,2.8,0
P41285,65-74,Woman,Midlands,Urban,31.9,1.7,0
P41286,35-44,Man,London,Urban,82.9,6.4,0
P41287,25-34,Man,South,Urban,69.9,6.1,0
P41288,35-44,Man,North,Urban,86.5,6.0,0
P41289,35-44,Woman,North,Urban,76.1,4.3,0
P41290,18-24,Woman,North,Rural / small town,74.6,6.1,0
P41291,55-64,Man,Midlands,Urban,68.2,3.7,0
P41292,55-64,Woman,Midlands,Urban,58.5,3.1,0
P41293,18-24,Woman,Midlands,Urban,95.5,4.5,0
P41294,45-54,Woman,London,Urban,83.8,8.6,1
P41295,55-64,Man,North,Rural / small town,56.4,3.6,0
P41296,18-24,Woman,London,Urban,85.4,6.6,0
P41297,45-54,Woman,Scotland/Wales,Urban,71.4,6.0,0
P41298,65-74,Woman,North,Urban,44.5,3.1,0
P41299,45-54,Woman,Scotland/Wales,Urban,38.5,4.6,0
P41300,35-44,Woman,North,Urban,77.4,5.5,0
P41301,45-54,Woman,South,Urban,63.0,4.8,0
P41302,25-34,Man,South,Urban,67.7,7.0,1
P41303,18-24,Man,North,Urban,100.0,6.3,0
P41304,18-24,Man,South,Urban,100.0,6.9,0
P41305,25-34,Man,London,Rural / small town,93.9,7.5,1
P41306,55-64,Woman,Midlands,Urban,53.4,5.6,0
P41307,25-34,Woman,North,Urban,60.0,7.3,1
P41308,25-34,Woman,Midlands,Urban,87.4,7.8,1
P41309,55-64,Man,South,Rural / small town,40.4,5.6,0
P41310,55-64,Woman,South,Urban,37.6,2.2,0
P41311,25-34,Man,North,Urban,83.7,6.5,0
P41312,65-74,Man,South,Urban,37.7,0.0,0
P41313,25-34,Woman,South,Urban,63.4,8.1,1
P41314,45-54,Man,South,Urban,47.2,5.7,0
P41315,55-64,Woman,Midlands,Urban,48.1,3.3,0
P41316,35-44,Woman,Midlands,Urban,70.9,7.0,1
P41317,55-64,Man,South,Urban,48.3,3.2,0
P41318,35-44,Man,London,Urban,77.9,4.2,0
P41319,35-44,Man,North,Urban,87.5,7.6,1
P41320,25-34,Man,South,Rural / small town,100.0,7.2,1
P41321,65-74,Man,Midlands,Urban,43.8,2.8,0
P41322,55-64,Man,Scotland/Wales,Urban,60.2,0.1,0
P41323,55-64,Man,Midlands,Urban,67.1,3.5,0
P41324,55-64,Man,Midlands,Rural / small town,30.9,3.7,0
P41325,45-54,Man,Midlands,Urban,66.1,5.8,0
P41326,65-74,Woman,Scotland/Wales,Urban,58.8,3.4,0
P41327,65-74,Non-binary / other,South,Urban,43.3,3.0,0
P41328,65-74,Woman,London,Rural / small town,13.7,2.5,0
P41329,35-44,Woman,North,Urban,71.4,6.5,0
P41330,65-74,Non-binary / other,North,Urban,32.9,4.2,0
P41331,35-44,Man,Midlands,Rural / small town,53.7,6.7,0
P41332,45-54,Man,North,Urban,59.2,5.9,0
P41333,55-64,Woman,Midlands,Urban,53.7,2.3,0
P41334,18-24,Woman,London,Urban,83.0,7.4,1
P41335,55-64,Woman,South,Urban,47.2,2.3,0
P41336,45-54,Woman,London,Urban,59.9,5.8,0
P41337,45-54,Woman,Midlands,Urban,69.9,6.6,0
P41338,65-74,Woman,North,Urban,32.7,2.0,0
P41339,25-34,Woman,London,Urban,78.8,8.1,1
P41340,35-44,Man,London,Urban,69.6,4.9,0
P41341,25-34,Man,Scotland/Wales,Urban,72.4,5.9,0
P41342,25-34,Woman,Midlands,Urban,76.5,8.3,1
P41343,65-74,Woman,North,Urban,33.0,3.1,0
P41344,55-64,Man,Midlands,Rural / small town,34.5,0.0,0
P41345,45-54,Man,North,Urban,50.4,3.7,0
P41346,18-24,Woman,North,Rural / small town,92.3,5.9,0
P41347,25-34,Woman,South,Urban,73.6,6.2,0
P41348,35-44,Man,North,Rural / small town,61.3,5.8,0
P41349,25-34,Man,Midlands,Urban,93.2,6.3,0
P41350,55-64,Woman,South,Urban,44.9,4.5,0
P41351,25-34,Man,North,Rural / small town,63.1,4.7,0
P41352,65-74,Woman,London,Urban,40.4,3.9,0
P41353,35-44,Man,London,Urban,79.4,7.5,1
P41354,55-64,Man,North,Urban,62.0,4.1,0
P41355,45-54,Woman,North,Rural / small town,62.1,2.8,0
P41356,25-34,Man,North,Urban,88.0,5.6,0
P41357,55-64,Man,Scotland/Wales,Rural / small town,49.9,4.0,0
P41358,35-44,Man,North,Rural / small town,79.5,6.7,0
P41359,18-24,Man,Scotland/Wales,Urban,72.6,4.2,0
P41360,55-64,Woman,Midlands,Urban,67.3,2.1,0
P41361,55-64,Man,South,Urban,62.7,6.1,0
P41362,35-44,Man,Midlands,Urban,66.5,4.2,0
P41363,18-24,Man,South,Urban,79.4,5.9,0
P41364,45-54,Woman,Midlands,Rural / small town,65.1,4.7,0
P41365,65-74,Non-binary / other,Midlands,Urban,60.8,4.3,0
P41366,65-74,Man,North,Rural / small town,12.1,0.3,0
P41367,55-64,Man,North,Urban,64.3,4.0,0
P41368,55-64,Woman,North,Urban,43.0,1.0,0
P41369,25-34,Woman,Midlands,Rural / small town,66.9,4.0,0
P41370,35-44,Man,North,Rural / small town,60.5,4.1,0
P41371,25-34,Woman,North,Rural / small town,50.5,6.2,0
P41372,18-24,Man,South,Rural / small town,67.2,4.3,0
P41373,65-74,Man,North,Urban,52.7,2.5,0
P41374,35-44,Man,Midlands,Rural / small town,50.4,2.5,0
P41375,65-74,Woman,North,Rural / small town,31.0,0.6,0
P41376,35-44,Man,South,Urban,76.0,4.0,0
P41377,65-74,Woman,London,Urban,23.8,3.2,0
P41378,35-44,Man,Scotland/Wales,Urban,69.1,4.4,0
P41379,25-34,Woman,North,Urban,59.1,3.9,0
P41380,35-44,Man,North,Urban,94.0,6.4,0
P41381,35-44,Woman,London,Urban,86.7,6.7,0
P41382,18-24,Man,North,Rural / small town,68.8,5.8,0
P41383,65-74,Woman,Scotland/Wales,Urban,47.9,3.8,0
P41384,45-54,Woman,South,Urban,80.8,5.8,0
P41385,18-24,Woman,Scotland/Wales,Urban,100.0,6.2,0
P41386,45-54,Woman,London,Urban,64.2,5.5,0
P41387,45-54,Woman,Midlands,Urban,73.8,3.8,0
P41388,18-24,Woman,London,Urban,87.2,7.7,1
P41389,45-54,Woman,South,Urban,73.3,5.4,0
P41390,45-54,Man,South,Urban,76.8,4.9,0
P41391,18-24,Woman,Midlands,Rural / small town,81.6,4.6,0
P41392,55-64,Man,London,Urban,52.8,3.8,0
P41393,25-34,Woman,London,Rural / small town,61.0,1.2,0
P41394,25-34,Woman,North,Urban,70.5,2.6,0
P41395,65-74,Woman,Scotland/Wales,Rural / small town,39.6,2.3,0
P41396,65-74,Woman,South,Urban,54.0,5.5,0
P41397,45-54,Woman,North,Rural / small town,53.7,6.8,0
P41398,25-34,Man,North,Rural / small town,83.7,4.9,0
P41399,65-74,Man,Midlands,Urban,34.0,2.7,0
P41400,18-24,Man,South,Urban,89.3,7.1,1
P41401,25-34,Woman,London,Rural / small town,71.7,6.0,0
P41402,45-54,Man,North,Urban,49.4,3.3,0
P41403,35-44,Woman,Scotland/Wales,Urban,74.3,5.0,0
P41404,35-44,Man,Midlands,Urban,81.7,6.7,0
P41405,25-34,Woman,Midlands,Urban,97.6,7.2,1
P41406,25-34,Man,London,Urban,71.9,7.5,1
P41407,25-34,Woman,North,Urban,92.4,4.9,0
P41408,35-44,Woman,London,Urban,86.9,4.3,0
P41409,25-34,Man,Scotland/Wales,Urban,83.1,5.8,0
P41410,18-24,Man,London,Urban,92.1,4.2,0
P41411,55-64,Man,London,Urban,51.4,5.1,0
P41412,25-34,Woman,Midlands,Urban,76.2,6.7,0
P41413,45-54,Woman,North,Rural / small town,47.0,3.4,0
P41414,18-24,Man,London,Urban,93.1,6.3,0
P41415,55-64,Man,Scotland/Wales,Rural / small town,56.6,3.9,0
P41416,35-44,Man,South,Rural / small town,71.8,4.4,0
P41417,18-24,Woman,Scotland/Wales,Urban,98.3,8.0,1
P41418,25-34,Man,South,Rural / small town,61.3,3.9,0
P41419,35-44,Man,Scotland/Wales,Rural / small town,77.1,2.7,0
P41420,18-24,Man,London,Urban,92.9,10.0,1
P41421,18-24,Woman,South,Rural / small town,62.3,7.2,1
P41422,25-34,Woman,Midlands,Urban,79.0,5.5,0
P41423,45-54,Man,Midlands,Urban,47.9,8.6,1
P41424,18-24,Woman,North,Rural / small town,89.9,4.2,0
P41425,45-54,Man,Midlands,Urban,84.4,1.7,0
P41426,35-44,Woman,Midlands,Rural / small town,63.2,4.0,0
P41427,25-34,Man,North,Urban,68.7,7.8,1
P41428,45-54,Woman,South,Urban,58.7,3.9,0
P41429,55-64,Woman,North,Rural / small town,41.7,3.8,0
P41430,55-64,Woman,London,Urban,55.5,1.5,0
P41431,45-54,Woman,South,Urban,54.0,3.4,0
P41432,35-44,Man,South,Rural / small town,70.0,3.5,0
P41433,55-64,Man,Midlands,Urban,58.0,4.1,0
P41434,35-44,Woman,Scotland/Wales,Rural / small town,77.3,5.1,0
P41435,65-74,Woman,Midlands,Urban,27.8,1.0,0
P41436,55-64,Man,North,Urban,41.5,3.2,0
P41437,45-54,Woman,North,Urban,70.4,4.8,0
P41438,45-54,Man,Scotland/Wales,Urban,58.9,6.3,0
P41439,35-44,Man,Scotland/Wales,Urban,63.8,7.1,1
P41440,55-64,Man,North,Rural / small town,56.2,2.5,0
P41441,55-64,Woman,Midlands,Urban,45.9,4.3,0
P41442,18-24,Woman,Midlands,Urban,100.0,4.7,0
P41443,55-64,Man,Midlands,Rural / small town,23.1,3.5,0
P41444,18-24,Woman,London,Urban,67.3,5.5,0
P41445,55-64,Man,North,Urban,51.7,3.7,0
P41446,35-44,Man,South,Urban,82.2,6.9,0
P41447,25-34,Woman,North,Urban,79.1,3.8,0
P41448,55-64,Man,South,Urban,59.8,4.0,0
P41449,55-64,Woman,London,Urban,66.8,3.2,0
P41450,18-24,Man,North,Urban,100.0,7.9,1
P41451,35-44,Woman,Midlands,Urban,72.0,8.2,1
P41452,65-74,Man,North,Urban,39.0,1.2,0
P41453,45-54,Man,South,Urban,40.2,5.1,0
P41454,35-44,Man,Scotland/Wales,Urban,64.1,7.0,1
P41455,25-34,Woman,South,Urban,66.4,7.2,1
P41456,35-44,Man,Midlands,Urban,78.1,8.9,1
P41457,55-64,Woman,London,Urban,49.8,5.4,0
P41458,45-54,Woman,Midlands,Urban,54.7,3.5,0
P41459,35-44,Woman,North,Urban,79.1,4.4,0
P41460,55-64,Man,London,Urban,39.0,7.5,1
P41461,35-44,Man,Midlands,Urban,80.7,4.8,0
P41462,45-54,Woman,London,Urban,61.1,3.2,0
P41463,25-34,Man,North,Rural / small town,64.7,5.1,0
P41464,55-64,Woman,North,Urban,52.4,3.9,0
P41465,55-64,Woman,South,Urban,56.7,2.5,0
P41466,45-54,Woman,London,Urban,72.4,4.7,0
P41467,65-74,Woman,Scotland/Wales,Rural / small town,20.5,0.0,0
P41468,35-44,Woman,Midlands,Urban,75.0,4.6,0
P41469,45-54,Woman,Midlands,Urban,43.6,4.0,0
P41470,35-44,Man,London,Urban,68.2,6.2,0
P41471,45-54,Man,London,Urban,55.8,4.5,0
P41472,35-44,Man,Scotland/Wales,Urban,65.3,7.2,1
P41473,18-24,Woman,London,Urban,82.3,3.7,0
P41474,55-64,Woman,London,Urban,42.5,4.5,0
P41475,25-34,Man,South,Urban,98.2,10.0,1
P41476,18-24,Woman,North,Rural / small town,86.1,4.8,0
P41477,45-54,Man,Scotland/Wales,Rural / small town,25.5,4.1,0
P41478,55-64,Man,South,Urban,55.6,5.4,0
P41479,45-54,Woman,Scotland/Wales,Urban,72.1,6.8,0
P41480,25-34,Woman,Midlands,Urban,73.1,5.1,0
P41481,45-54,Man,Midlands,Urban,50.0,2.8,0
P41482,35-44,Woman,Midlands,Rural / small town,61.9,3.5,0
P41483,45-54,Man,Midlands,Urban,48.2,4.0,0
P41484,45-54,Woman,South,Urban,84.6,6.5,0
P41485,65-74,Man,South,Urban,63.9,5.4,0
P41486,35-44,Woman,North,Urban,64.8,7.1,1
P41487,25-34,Woman,South,Urban,89.1,6.0,0
P41488,25-34,Woman,Scotland/Wales,Rural / small town,64.0,6.3,0
P41489,25-34,Woman,Midlands,Rural / small town,81.6,5.0,0
P41490,65-74,Man,North,Urban,28.7,6.4,0
P41491,55-64,Man,London,Urban,48.2,2.8,0
P41492,35-44,Man,North,Rural / small town,59.8,2.9,0
P41493,45-54,Woman,Scotland/Wales,Urban,45.2,3.1,0
P41494,18-24,Man,South,Rural / small town,88.1,6.5,0
P41495,65-74,Man,Midlands,Rural / small town,59.6,3.7,0
P41496,55-64,Man,South,Urban,55.2,3.8,0
P41497,25-34,Man,Midlands,Urban,94.5,5.9,0
P41498,35-44,Woman,North,Urban,64.6,3.6,0
P41499,35-44,Woman,South,Urban,63.9,8.1,1
P41500,65-74,Woman,South,Urban,32.4,3.5,0
P41501,45-54,Man,North,Urban,58.7,4.9,0
P41502,35-44,Woman,North,Urban,76.1,5.0,0
P41503,35-44,Man,North,Urban,80.3,4.9,0
P41504,25-34,Man,Midlands,Urban,74.5,7.3,1
P41505,45-54,Woman,London,Urban,75.4,7.2,1
P41506,65-74,Man,Midlands,Rural / small town,32.8,3.5,0
P41507,25-34,Woman,North,Urban,97.9,4.4,0
P41508,65-74,Woman,South,Rural / small town,21.8,3.1,0
P41509,35-44,Man,North,Urban,85.9,6.5,0
P41510,18-24,Woman,Midlands,Urban,82.7,6.0,0
P41511,45-54,Man,South,Urban,48.9,4.5,0
P41512,18-24,Woman,North,Urban,100.0,4.7,0
P41513,25-34,Woman,South,Urban,87.2,6.6,0
P41514,45-54,Man,London,Urban,68.5,2.1,0
P41515,35-44,Man,South,Urban,68.8,5.1,0
P41516,55-64,Man,South,Urban,38.1,4.1,0
P41517,35-44,Woman,Scotland/Wales,Urban,81.7,5.6,0
P41518,25-34,Woman,North,Rural / small town,84.0,3.6,0
P41519,55-64,Woman,North,Urban,51.0,2.0,0
P41520,55-64,Woman,London,Urban,31.4,4.1,0
P41521,25-34,Woman,Scotland/Wales,Urban,100.0,5.2,0
P41522,45-54,Woman,Scotland/Wales,Rural / small town,56.2,2.2,0
P41523,25-34,Man,Midlands,Urban,60.3,3.0,0
P41524,65-74,Woman,South,Urban,34.6,2.7,0
P41525,35-44,Non-binary / other,South,Urban,73.6,6.4,0
P41526,25-34,Woman,North,Urban,77.8,4.0,0
P41527,65-74,Non-binary / other,Midlands,Rural / small town,33.3,0.1,0
P41528,55-64,Man,North,Urban,58.8,5.3,0
P41529,18-24,Man,South,Rural / small town,65.7,4.2,0
P41530,55-64,Woman,South,Urban,41.2,5.0,0
P41531,18-24,Woman,South,Rural / small town,86.7,3.7,0
P41532,65-74,Man,London,Urban,38.7,4.4,0
P41533,18-24,Man,Midlands,Urban,89.1,4.4,0
P41534,45-54,Man,South,Urban,54.8,3.0,0
P41535,45-54,Man,South,Urban,67.7,4.7,0
P41536,35-44,Man,Midlands,Rural / small town,65.1,5.8,0
P41537,45-54,Man,North,Urban,71.9,4.3,0
P41538,55-64,Man,London,Urban,56.3,4.0,0
P41539,55-64,Man,North,Rural / small town,68.7,5.0,0
P41540,55-64,Woman,London,Urban,52.9,5.3,0
P41541,35-44,Woman,Midlands,Rural / small town,58.2,6.7,0
P41542,45-54,Man,Midlands,Rural / small town,78.1,4.1,0
P41543,25-34,Woman,South,Urban,87.3,6.5,0
P41544,35-44,Man,North,Urban,43.4,4.1,0
P41545,55-64,Woman,Midlands,Rural / small town,42.6,4.9,0
P41546,65-74,Man,Midlands,Urban,36.6,5.4,0
P41547,65-74,Woman,Scotland/Wales,Urban,43.6,2.9,0
P41548,25-34,Woman,South,Urban,85.2,6.6,0
P41549,45-54,Man,North,Rural / small town,46.7,3.8,0
P41550,18-24,Non-binary / other,Midlands,Rural / small town,69.4,6.6,0
P41551,65-74,Man,London,Urban,72.5,5.2,0
P41552,35-44,Man,Scotland/Wales,Rural / small town,81.9,5.8,0
P41553,55-64,Man,London,Urban,61.1,3.9,0
P41554,45-54,Man,South,Rural / small town,40.2,6.7,0
P41555,55-64,Man,North,Rural / small town,45.6,5.6,0
P41556,35-44,Man,London,Urban,71.6,4.3,0
P41557,18-24,Woman,London,Urban,76.5,4.8,0
P41558,65-74,Man,North,Urban,69.2,3.5,0
P41559,65-74,Woman,South,Urban,46.9,4.5,0
P41560,45-54,Woman,Midlands,Rural / small town,38.8,3.0,0
P41561,25-34,Woman,North,Rural / small town,65.1,3.8,0
P41562,65-74,Woman,North,Urban,40.5,3.9,0
P41563,25-34,Man,North,Urban,70.8,5.9,0
P41564,55-64,Man,South,Urban,37.5,4.2,0
P41565,35-44,Man,South,Urban,68.0,6.6,0
P41566,18-24,Woman,North,Urban,74.9,7.0,1
P41567,55-64,Woman,London,Urban,67.1,3.0,0
P41568,35-44,Woman,Midlands,Rural / small town,71.6,2.9,0
P41569,35-44,Woman,Midlands,Urban,54.5,3.8,0
P41570,18-24,Man,London,Urban,61.5,4.0,0
P41571,55-64,Man,London,Urban,51.7,5.1,0
P41572,35-44,Man,Scotland/Wales,Urban,66.8,3.1,0
P41573,65-74,Woman,South,Rural / small town,20.4,0.3,0
P41574,35-44,Woman,Midlands,Urban,66.6,5.2,0
P41575,18-24,Man,Midlands,Rural / small town,78.3,4.0,0
P41576,25-34,Woman,South,Urban,72.2,5.4,0
P41577,35-44,Man,Scotland/Wales,Urban,56.0,4.2,0
P41578,25-34,Man,South,Rural / small town,60.4,3.1,0
P41579,65-74,Man,London,Urban,36.8,1.6,0
P41580,35-44,Man,North,Urban,91.9,6.8,0
P41581,25-34,Woman,South,Urban,88.9,6.9,0
P41582,45-54,Man,South,Urban,55.9,4.4,0
P41583,45-54,Man,Midlands,Urban,51.5,4.7,0
P41584,25-34,Woman,South,Rural / small town,75.4,5.4,0
P41585,55-64,Man,Midlands,Urban,66.9,4.9,0
P41586,35-44,Woman,London,Urban,68.6,7.6,1
P41587,65-74,Woman,South,Urban,30.0,1.0,0
P41588,55-64,Man,London,Urban,68.7,4.5,0
P41589,45-54,Woman,South,Rural / small town,42.2,3.1,0
P41590,18-24,Woman,Midlands,Urban,83.3,6.2,0
P41591,25-34,Woman,London,Urban,95.1,8.5,1
P41592,55-64,Man,South,Urban,59.3,5.0,0
P41593,35-44,Man,Scotland/Wales,Urban,47.8,4.1,0
P41594,25-34,Man,Scotland/Wales,Urban,72.9,3.4,0
P41595,55-64,Woman,South,Urban,57.7,6.1,0
P41596,25-34,Man,London,Urban,61.3,9.4,1
P41597,25-34,Man,Scotland/Wales,Rural / small town,80.4,9.3,1
P41598,25-34,Woman,London,Urban,59.0,6.4,0
P41599,45-54,Man,North,Urban,50.7,6.3,0
P41600,45-54,Woman,Scotland/Wales,Urban,65.5,4.6,0
P41601,25-34,Woman,Midlands,Urban,77.5,4.2,0
P41602,45-54,Woman,Midlands,Rural / small town,52.1,4.1,0
P41603,65-74,Woman,Midlands,Rural / small town,47.3,2.0,0
P41604,35-44,Man,North,Urban,88.7,5.7,0
P41605,55-64,Woman,North,Urban,61.1,4.1,0
P41606,35-44,Woman,North,Urban,68.5,2.8,0
P41607,25-34,Woman,Midlands,Rural / small town,58.4,2.0,0
P41608,25-34,Woman,Midlands,Urban,74.7,4.7,0
P41609,65-74,Woman,Scotland/Wales,Urban,61.9,2.2,0
P41610,55-64,Woman,Midlands,Urban,41.6,3.9,0
P41611,55-64,Woman,South,Rural / small town,30.2,4.5,0
P41612,35-44,Woman,London,Urban,82.9,9.4,1
P41613,65-74,Woman,North,Urban,50.0,2.7,0
P41614,25-34,Woman,South,Urban,74.4,5.3,0
P41615,25-34,Woman,South,Urban,75.2,8.3,1
P41616,65-74,Man,South,Rural / small town,48.0,1.1,0
P41617,25-34,Woman,Scotland/Wales,Urban,72.3,5.8,0
P41618,35-44,Man,Scotland/Wales,Urban,70.1,4.2,0
P41619,35-44,Woman,Scotland/Wales,Rural / small town,68.7,3.9,0
P41620,65-74,Non-binary / other,South,Urban,50.5,4.4,0
P41621,55-64,Woman,London,Rural / small town,55.2,3.8,0
P41622,55-64,Woman,South,Urban,48.2,7.0,1
P41623,35-44,Man,North,Urban,56.7,7.1,1
P41624,55-64,Woman,Scotland/Wales,Urban,49.3,1.8,0
P41625,35-44,Man,Midlands,Rural / small town,74.0,3.4,0
P41626,18-24,Woman,North,Urban,81.3,3.0,0
P41627,55-64,Man,London,Urban,60.3,5.1,0
P41628,45-54,Man,South,Rural / small town,50.7,6.8,0
P41629,55-64,Woman,North,Rural / small town,60.9,3.5,0
P41630,45-54,Man,North,Urban,70.7,3.3,0
P41631,45-54,Woman,London,Urban,81.0,6.4,0
P41632,25-34,Man,Scotland/Wales,Urban,100.0,6.9,0
P41633,65-74,Man,South,Urban,48.8,7.3,1
P41634,35-44,Woman,Midlands,Urban,71.7,7.9,1
P41635,45-54,Woman,Midlands,Rural / small town,58.7,6.2,0
P41636,45-54,Woman,South,Rural / small town,62.5,5.9,0
P41637,55-64,Man,Midlands,Rural / small town,50.1,3.7,0
P41638,18-24,Man,Midlands,Rural / small town,87.2,7.3,1
P41639,45-54,Woman,North,Rural / small town,48.0,3.4,0
P41640,18-24,Non-binary / other,South,Urban,87.6,5.3,0
P41641,45-54,Man,North,Urban,73.3,9.1,1
P41642,18-24,Man,North,Urban,79.4,7.0,1
P41643,65-74,Woman,North,Urban,61.2,4.3,0
P41644,45-54,Woman,London,Urban,39.6,4.5,0
P41645,35-44,Woman,London,Urban,65.3,8.5,1
P41646,65-74,Woman,Scotland/Wales,Urban,30.0,1.6,0
P41647,25-34,Non-binary / other,Scotland/Wales,Rural / small town,69.0,5.3,0
P41648,25-34,Man,North,Rural / small town,77.1,5.4,0
P41649,25-34,Woman,South,Urban,85.6,4.6,0
P41650,45-54,Man,North,Rural / small town,58.8,4.1,0
P41651,18-24,Woman,North,Urban,82.7,6.8,0
P41652,18-24,Woman,North,Urban,75.3,4.3,0
P41653,35-44,Woman,Midlands,Urban,53.6,5.7,0
P41654,55-64,Man,South,Urban,49.9,3.5,0
P41655,35-44,Woman,South,Urban,76.2,5.7,0
P41656,18-24,Woman,South,Rural / small town,58.4,5.3,0
P41657,18-24,Woman,North,Urban,100.0,6.7,0
P41658,18-24,Man,North,Urban,89.2,5.8,0
P41659,18-24,Woman,South,Urban,100.0,5.2,0
P41660,25-34,Man,London,Urban,75.9,6.7,0
P41661,25-34,Woman,Midlands,Urban,92.1,8.3,1
P41662,55-64,Man,South,Urban,54.6,1.9,0
P41663,55-64,Woman,South,Urban,67.1,4.6,0
P41664,35-44,Woman,South,Rural / small town,65.3,3.6,0
P41665,45-54,Woman,South,Urban,65.0,7.0,1
P41666,55-64,Man,North,Urban,39.5,5.4,0
P41667,45-54,Woman,Midlands,Urban,55.6,4.9,0
P41668,45-54,Man,Midlands,Urban,75.8,7.9,1
P41669,35-44,Man,Midlands,Urban,71.8,6.2,0
P41670,45-54,Man,North,Urban,91.1,6.0,0
P41671,25-34,Man,Midlands,Urban,84.1,6.4,0
P41672,25-34,Woman,London,Urban,84.5,5.1,0
P41673,55-64,Woman,London,Urban,33.0,2.5,0
P41674,55-64,Man,South,Rural / small town,41.2,2.3,0
P41675,35-44,Woman,North,Urban,87.7,7.0,1
P41676,55-64,Man,Midlands,Urban,67.2,1.7,0
P41677,55-64,Woman,London,Urban,74.0,3.4,0
P41678,18-24,Woman,Midlands,Urban,100.0,5.3,0
P41679,25-34,Woman,North,Rural / small town,54.5,6.7,0
P41680,25-34,Man,Midlands,Rural / small town,72.3,6.8,0
P41681,65-74,Woman,Scotland/Wales,Urban,64.1,3.9,0
P41682,25-34,Man,Scotland/Wales,Rural / small town,82.9,4.8,0
P41683,45-54,Woman,Scotland/Wales,Urban,66.1,6.8,0
P41684,45-54,Man,London,Urban,58.4,2.7,0
P41685,35-44,Man,North,Rural / small town,77.5,3.7,0
P41686,18-24,Woman,Midlands,Urban,65.2,5.8,0
P41687,45-54,Woman,South,Urban,65.2,7.7,1
P41688,55-64,Woman,North,Rural / small town,48.7,5.9,0
P41689,25-34,Woman,Midlands,Rural / small town,85.5,1.6,0
P41690,18-24,Man,North,Urban,71.3,5.0,0
P41691,35-44,Man,London,Rural / small town,72.2,4.1,0
P41692,35-44,Man,London,Urban,48.1,5.6,0
P41693,25-34,Woman,North,Urban,96.4,5.3,0
P41694,45-54,Woman,North,Rural / small town,47.8,3.9,0
P41695,45-54,Non-binary / other,London,Urban,51.7,7.3,1
P41696,55-64,Woman,North,Urban,64.3,3.2,0
P41697,18-24,Man,Scotland/Wales,Urban,78.6,3.6,0
P41698,55-64,Woman,North,Urban,68.6,3.9,0
P41699,35-44,Woman,London,Urban,56.9,5.5,0
P41700,45-54,Woman,Scotland/Wales,Urban,48.7,4.1,0
P41701,35-44,Man,London,Urban,67.4,4.5,0
P41702,45-54,Woman,South,Rural / small town,50.1,3.5,0
P41703,25-34,Man,Midlands,Urban,80.4,5.3,0
P41704,45-54,Man,Midlands,Urban,47.3,4.0,0
P41705,45-54,Woman,North,Urban,70.2,6.0,0
P41706,25-34,Man,South,Urban,100.0,5.7,0
P41707,65-74,Woman,North,Rural / small town,28.3,3.4,0
P41708,45-54,Woman,London,Urban,50.3,4.0,0
P41709,35-44,Man,South,Urban,63.6,6.0,0
P41710,25-34,Woman,London,Urban,73.0,3.5,0
P41711,65-74,Man,Midlands,Urban,47.1,3.7,0
P41712,65-74,Man,Midlands,Urban,22.1,1.2,0
P41713,35-44,Man,South,Urban,97.3,5.8,0
P41714,35-44,Man,North,Rural / small town,48.1,1.9,0
P41715,18-24,Woman,North,Urban,84.6,5.3,0
P41716,35-44,Woman,North,Rural / small town,53.5,2.0,0
P41717,65-74,Man,Midlands,Urban,71.7,4.2,0
P41718,25-34,Woman,Scotland/Wales,Rural / small town,73.2,8.0,1
P41719,25-34,Man,South,Urban,59.4,3.2,0
P41720,35-44,Woman,Scotland/Wales,Rural / small town,29.8,4.1,0
P41721,45-54,Woman,Midlands,Rural / small town,63.8,3.6,0
P41722,55-64,Man,North,Rural / small town,28.2,0.9,0
P41723,25-34,Man,North,Urban,75.9,8.1,1
P41724,35-44,Woman,South,Rural / small town,51.5,6.3,0
P41725,35-44,Man,South,Urban,72.1,4.6,0
P41726,35-44,Man,London,Urban,58.4,7.0,1
P41727,35-44,Man,South,Urban,53.6,5.4,0
P41728,55-64,Man,Midlands,Urban,42.3,2.7,0
P41729,55-64,Woman,North,Urban,53.1,4.8,0
P41730,35-44,Man,North,Urban,81.7,6.1,0
P41731,35-44,Woman,South,Urban,86.8,7.1,1
P41732,65-74,Man,South,Rural / small town,19.5,0.8,0
P41733,25-34,Woman,North,Urban,73.0,6.9,0
