strategy,person_id,age_band,gender,region,urbanicity,digital_engagement_score,concept_interest_0_10,likely_to_try
Quota,P29205,65-74,Man,South,Urban,42.7,3.1,0
Quota,P05632,65-74,Man,Midlands,Urban,48.9,0.0,0
Quota,P34940,65-74,Man,South,Rural / small town,33.0,0.7,0
Quota,P33098,65-74,Man,South,Urban,30.2,0.3,0
Quota,P24714,65-74,Man,Scotland/Wales,Urban,55.0,4.2,0
Quota,P03000,65-74,Man,South,Rural / small town,36.3,3.5,0
Quota,P30302,65-74,Man,North,Urban,42.3,2.6,0
Quota,P09867,65-74,Man,Midlands,Urban,59.4,2.7,0
Quota,P09558,65-74,Non-binary / other,North,Urban,31.5,1.0,0
Quota,P37166,65-74,Non-binary / other,North,Urban,20.9,0.0,0
Quota,P27400,65-74,Woman,North,Rural / small town,34.4,1.6,0
Quota,P30360,65-74,Woman,Scotland/Wales,Urban,39.2,3.6,0
Quota,P33460,65-74,Woman,Scotland/Wales,Urban,35.7,4.9,0
Quota,P39052,65-74,Woman,South,Urban,48.2,4.4,0
Quota,P45271,65-74,Woman,North,Urban,53.6,2.6,0
Quota,P26938,65-74,Woman,Scotland/Wales,Urban,42.8,2.4,0
Quota,P33311,65-74,Woman,South,Urban,50.8,6.5,0
Quota,P06442,65-74,Woman,South,Urban,47.3,4.9,0
Quota,P39812,65-74,Woman,South,Rural / small town,22.1,2.1,0
Quota,P43677,65-74,Woman,Midlands,Urban,39.5,2.5,0
Quota,P49286,65-74,Woman,North,Urban,61.2,4.2,0
Quota,P44532,65-74,Woman,South,Rural / small town,51.5,1.7,0
Quota,P14967,65-74,Woman,South,Rural / small town,33.5,3.9,0
Quota,P18171,65-74,Woman,South,Urban,48.4,2.8,0
Quota,P13884,65-74,Woman,South,Rural / small town,44.2,3.7,0
Quota,P27829,65-74,Woman,London,Urban,66.3,6.6,0
Quota,P29618,65-74,Woman,North,Urban,38.8,2.8,0
Quota,P44208,65-74,Woman,Midlands,Rural / small town,24.6,5.2,0
Quota,P35550,65-74,Woman,South,Urban,65.7,5.8,0
Quota,P39387,65-74,Woman,Midlands,Urban,65.0,3.6,0
Quota,P47840,65-74,Woman,North,Rural / small town,33.0,1.8,0
Quota,P22279,65-74,Woman,London,Rural / small town,63.9,4.8,0
Quota,P26285,65-74,Woman,North,Urban,31.9,2.0,0
Quota,P22267,65-74,Woman,North,Urban,37.2,2.6,0
Quota,P19023,65-74,Woman,Midlands,Rural / small town,53.1,5.4,0
Quota,P35789,65-74,Woman,South,Urban,42.4,2.5,0
Quota,P21223,65-74,Woman,Scotland/Wales,Urban,54.6,1.9,0
Quota,P45643,65-74,Woman,Scotland/Wales,Rural / small town,20.1,3.6,0
Quota,P42838,65-74,Woman,London,Urban,48.4,2.5,0
Quota,P29621,65-74,Woman,South,Urban,34.8,4.2,0
Quota,P07429,65-74,Woman,North,Urban,40.0,5.7,0
Quota,P30846,65-74,Woman,South,Urban,44.5,4.1,0
Quota,P16448,65-74,Woman,South,Urban,69.3,4.6,0
Quota,P22070,65-74,Woman,Scotland/Wales,Urban,56.3,5.7,0
Quota,P45614,65-74,Woman,Midlands,Rural / small town,20.3,0.2,0
Quota,P37255,65-74,Woman,South,Urban,56.8,1.9,0
Quota,P12037,65-74,Woman,Midlands,Urban,50.9,1.0,0
Quota,P10786,65-74,Woman,North,Urban,29.1,1.1,0
Quota,P26108,65-74,Woman,London,Urban,63.5,3.1,0
Quota,P35345,65-74,Woman,North,Urban,36.4,6.2,0
Quota,P40057,65-74,Woman,North,Rural / small town,40.3,2.7,0
Quota,P32727,65-74,Woman,London,Urban,44.7,5.9,0
Quota,P25119,65-74,Woman,North,Rural / small town,31.6,2.1,0
Quota,P21336,65-74,Woman,South,Urban,43.7,5.0,0
Quota,P30060,65-74,Woman,London,Urban,64.9,5.2,0
Quota,P40450,65-74,Woman,South,Rural / small town,14.7,0.0,0
Quota,P04246,65-74,Woman,South,Urban,56.2,0.0,0
Quota,P07113,65-74,Woman,North,Urban,40.0,1.3,0
Quota,P05029,65-74,Woman,South,Rural / small town,25.4,0.7,0
Quota,P15047,65-74,Woman,South,Urban,46.1,3.9,0
Quota,P04829,65-74,Woman,North,Urban,45.3,2.4,0
Quota,P33911,65-74,Woman,Midlands,Urban,58.5,3.5,0
Quota,P15258,65-74,Woman,London,Urban,39.4,2.1,0
Quota,P02919,65-74,Woman,Midlands,Rural / small town,34.1,2.3,0
Quota,P24747,65-74,Woman,North,Urban,68.4,2.6,0
Quota,P20564,65-74,Woman,Midlands,Urban,41.6,3.9,0
Convenience,P38513,25-34,Man,Scotland/Wales,Rural / small town,74.3,5.1,0
Convenience,P05950,45-54,Man,Scotland/Wales,Urban,64.2,3.6,0
Convenience,P49361,45-54,Woman,South,Rural / small town,62.4,3.3,0
Convenience,P13201,45-54,Man,North,Rural / small town,57.9,1.8,0
Convenience,P46211,45-54,Man,Midlands,Urban,85.3,4.1,0
Convenience,P16965,45-54,Man,London,Urban,86.9,5.1,0
Convenience,P24749,35-44,Man,Midlands,Urban,67.2,5.4,0
Convenience,P49010,25-34,Man,Scotland/Wales,Urban,85.9,5.4,0
Convenience,P08523,18-24,Woman,North,Rural / small town,86.0,4.6,0
Convenience,P26305,18-24,Woman,South,Urban,100.0,5.5,0
Convenience,P09135,35-44,Man,Scotland/Wales,Urban,82.3,3.2,0
Convenience,P44312,55-64,Man,North,Rural / small town,39.5,4.2,0
Convenience,P09975,65-74,Woman,Scotland/Wales,Urban,68.0,3.0,0
Convenience,P29389,18-24,Man,London,Rural / small town,89.8,2.7,0
Convenience,P46785,25-34,Woman,North,Urban,94.5,6.5,0
Convenience,P36463,55-64,Woman,South,Urban,66.7,3.5,0
Convenience,P14235,35-44,Woman,Scotland/Wales,Urban,66.9,0.2,0
Convenience,P10427,45-54,Man,North,Urban,63.9,4.4,0
Convenience,P10308,45-54,Man,North,Urban,69.1,3.6,0
Convenience,P01485,35-44,Man,North,Urban,69.5,7.7,1
Convenience,P42284,45-54,Man,Scotland/Wales,Urban,70.2,3.1,0
Convenience,P35911,45-54,Woman,North,Urban,60.7,2.5,0
Convenience,P18941,55-64,Man,North,Urban,65.3,6.5,0
Convenience,P41387,45-54,Woman,Midlands,Urban,73.8,3.8,0
Convenience,P19567,25-34,Woman,Midlands,Urban,75.9,7.9,1
Convenience,P43946,45-54,Woman,London,Urban,100.0,6.1,0
Convenience,P06201,45-54,Man,London,Urban,62.2,3.2,0
Convenience,P23845,25-34,Man,South,Urban,85.9,5.1,0
Convenience,P36798,18-24,Woman,North,Rural / small town,74.9,4.0,0
Convenience,P38040,25-34,Man,North,Urban,85.5,3.3,0
Convenience,P34344,45-54,Man,North,Urban,62.9,3.6,0
Convenience,P31991,18-24,Woman,North,Rural / small town,71.3,4.9,0
Convenience,P22694,45-54,Man,South,Urban,88.9,9.0,1
Convenience,P47413,55-64,Man,North,Urban,55.3,3.6,0
Convenience,P17934,25-34,Man,South,Urban,93.2,3.7,0
Convenience,P26946,18-24,Woman,London,Urban,95.5,6.0,0
Convenience,P36924,35-44,Woman,Scotland/Wales,Urban,75.3,6.1,0
Convenience,P45183,25-34,Woman,Midlands,Urban,74.6,8.4,1
Convenience,P02556,25-34,Non-binary / other,South,Urban,94.2,5.2,0
Convenience,P48194,65-74,Woman,London,Urban,57.8,7.5,1
Convenience,P43327,18-24,Man,North,Rural / small town,75.1,4.1,0
Convenience,P47714,35-44,Woman,North,Urban,93.3,7.6,1
Convenience,P13626,45-54,Man,Scotland/Wales,Rural / small town,52.3,3.8,0
Convenience,P45349,65-74,Woman,North,Urban,58.9,2.9,0
Convenience,P16359,35-44,Man,Scotland/Wales,Rural / small town,62.3,4.6,0
Convenience,P12970,18-24,Woman,North,Rural / small town,76.3,2.4,0
Convenience,P41537,45-54,Man,North,Urban,71.9,4.3,0
Convenience,P49471,35-44,Man,South,Urban,60.6,6.4,0
Convenience,P47958,65-74,Man,Midlands,Urban,62.7,3.2,0
Convenience,P08689,45-54,Woman,Scotland/Wales,Urban,71.7,3.8,0
Convenience,P31462,25-34,Man,South,Urban,100.0,5.6,0
Convenience,P21598,55-64,Woman,North,Urban,48.7,4.0,0
Convenience,P49437,45-54,Man,North,Urban,69.7,5.1,0
Convenience,P26405,25-34,Woman,Midlands,Urban,82.2,6.9,0
Convenience,P49212,18-24,Man,London,Urban,89.0,6.9,0
Convenience,P35244,35-44,Man,Midlands,Urban,60.1,6.5,0
Convenience,P37071,55-64,Woman,South,Urban,46.0,5.2,0
Convenience,P38706,25-34,Woman,Scotland/Wales,Urban,82.5,5.8,0
Convenience,P14871,25-34,Man,North,Urban,73.5,4.7,0
Convenience,P40934,25-34,Woman,Midlands,Urban,60.1,8.3,1
Convenience,P32139,18-24,Man,London,Urban,96.2,5.6,0
Convenience,P19832,18-24,Man,North,Urban,52.4,4.4,0
Convenience,P42997,35-44,Man,North,Urban,59.8,5.1,0
Convenience,P46100,18-24,Man,South,Urban,100.0,9.2,1
Convenience,P28274,25-34,Woman,North,Urban,86.8,7.2,1
Convenience,P19127,18-24,Man,Midlands,Urban,100.0,4.8,0
Convenience,P43261,55-64,Woman,North,Urban,61.7,5.3,0
Convenience,P03195,45-54,Woman,London,Urban,47.0,5.4,0
Convenience,P39034,35-44,Woman,North,Rural / small town,60.5,3.1,0
Convenience,P23070,25-34,Woman,South,Urban,93.2,8.0,1
Convenience,P29750,18-24,Man,North,Rural / small town,89.3,5.0,0
Convenience,P12247,45-54,Man,South,Urban,74.0,2.8,0
Convenience,P40113,25-34,Non-binary / other,Midlands,Urban,81.2,6.4,0
Convenience,P30900,45-54,Man,North,Urban,69.3,4.5,0
Convenience,P12297,45-54,Man,London,Rural / small town,61.5,6.5,0
Convenience,P37958,35-44,Man,South,Urban,73.6,4.6,0
Convenience,P35204,35-44,Man,South,Urban,72.3,7.3,1
Convenience,P48321,25-34,Woman,Midlands,Urban,64.8,7.0,1
Convenience,P29399,18-24,Woman,South,Urban,100.0,7.0,1
Convenience,P23106,25-34,Man,South,Urban,100.0,7.2,1
Convenience,P06173,45-54,Man,South,Urban,71.6,5.7,0
Convenience,P26466,25-34,Woman,South,Urban,68.9,7.4,1
Convenience,P47300,35-44,Man,Midlands,Urban,79.7,7.6,1
Convenience,P42850,55-64,Woman,North,Rural / small town,29.6,0.2,0
Convenience,P36048,45-54,Woman,North,Urban,96.0,5.2,0
Convenience,P08657,35-44,Woman,Midlands,Urban,83.2,4.6,0
Convenience,P45110,55-64,Man,South,Urban,63.5,5.4,0
Convenience,P46925,45-54,Woman,Midlands,Urban,75.8,2.9,0
Convenience,P08522,55-64,Man,Midlands,Urban,57.2,7.7,1
Convenience,P39828,35-44,Non-binary / other,South,Urban,88.8,5.0,0
Convenience,P14538,25-34,Man,North,Urban,97.8,8.0,1
Convenience,P11768,45-54,Man,North,Urban,62.1,2.4,0
Convenience,P39944,45-54,Man,London,Urban,58.7,3.7,0
Convenience,P21256,18-24,Woman,South,Urban,84.4,7.7,1
Convenience,P39901,25-34,Woman,Scotland/Wales,Rural / small town,80.8,5.9,0
Convenience,P27135,45-54,Man,South,Rural / small town,63.3,5.3,0
Convenience,P44578,45-54,Woman,Midlands,Urban,50.5,8.0,1
Convenience,P14552,25-34,Woman,London,Urban,86.9,3.8,0
Convenience,P37711,35-44,Woman,North,Urban,76.2,3.7,0
Convenience,P32562,45-54,Non-binary / other,Midlands,Urban,90.3,8.1,1
Convenience,P32370,35-44,Woman,North,Urban,83.0,6.1,0
Convenience,P18653,18-24,Man,North,Urban,99.1,5.0,0
Convenience,P32967,35-44,Woman,North,Rural / small town,84.4,4.9,0
Convenience,P22139,55-64,Woman,North,Urban,51.7,3.6,0
Convenience,P37236,18-24,Woman,North,Urban,88.8,3.7,0
Convenience,P11417,35-44,Man,Scotland/Wales,Urban,91.2,7.3,1
Convenience,P41159,65-74,Woman,London,Urban,38.8,5.5,0
Convenience,P14398,45-54,Woman,Midlands,Urban,66.7,7.1,1
Convenience,P33873,25-34,Man,North,Rural / small town,91.4,5.5,0
Convenience,P08794,35-44,Woman,London,Urban,86.6,6.4,0
Convenience,P32228,25-34,Man,North,Urban,88.1,3.7,0
Convenience,P37629,25-34,Man,London,Urban,99.1,10.0,1
Convenience,P08785,18-24,Man,Scotland/Wales,Urban,83.7,4.4,0
Convenience,P25090,35-44,Woman,London,Urban,79.4,7.6,1
Convenience,P40267,18-24,Woman,Scotland/Wales,Urban,83.0,4.3,0
Convenience,P46039,18-24,Man,Scotland/Wales,Rural / small town,83.8,3.6,0
Convenience,P11822,35-44,Woman,Midlands,Urban,52.5,2.6,0
Convenience,P08725,25-34,Woman,South,Urban,84.1,7.6,1
Convenience,P04127,45-54,Man,London,Urban,58.5,4.3,0
Convenience,P02242,18-24,Man,Midlands,Urban,90.7,4.6,0
Convenience,P48163,55-64,Woman,North,Urban,59.9,5.8,0
Convenience,P32220,18-24,Woman,North,Urban,79.3,5.0,0
Convenience,P37359,45-54,Woman,North,Urban,75.9,6.6,0
Convenience,P19944,35-44,Man,Scotland/Wales,Urban,100.0,6.0,0
Convenience,P17792,25-34,Man,North,Urban,67.3,6.5,0
Convenience,P26928,25-34,Man,South,Urban,77.9,5.7,0
Convenience,P26559,18-24,Woman,Midlands,Urban,84.6,3.9,0
Convenience,P44371,55-64,Man,Midlands,Rural / small town,38.8,1.6,0
Convenience,P37567,35-44,Man,London,Urban,88.9,5.2,0
Convenience,P38616,35-44,Woman,South,Urban,80.9,8.7,1
Convenience,P03775,35-44,Man,Midlands,Urban,78.2,5.1,0
Convenience,P33956,25-34,Man,North,Urban,81.9,4.3,0
Convenience,P46804,25-34,Woman,Midlands,Urban,90.9,5.7,0
Convenience,P10921,45-54,Woman,North,Urban,88.2,3.6,0
Convenience,P22161,25-34,Woman,South,Urban,87.1,6.7,0
Convenience,P24303,45-54,Woman,South,Urban,83.8,3.8,0
Convenience,P10321,25-34,Woman,Midlands,Urban,71.2,4.0,0
Convenience,P25610,65-74,Man,Midlands,Urban,37.9,2.3,0
Convenience,P43855,18-24,Woman,Midlands,Urban,71.6,5.2,0
Convenience,P42641,25-34,Woman,Midlands,Urban,82.8,7.2,1
Convenience,P34238,45-54,Woman,South,Urban,75.5,5.0,0
Convenience,P11049,25-34,Man,London,Urban,87.1,5.4,0
Convenience,P32004,35-44,Woman,Midlands,Urban,89.6,7.9,1
Convenience,P04673,45-54,Woman,South,Urban,56.5,4.0,0
Convenience,P43338,55-64,Woman,London,Urban,46.1,4.1,0
Convenience,P05815,18-24,Woman,London,Urban,100.0,7.7,1
Convenience,P25255,18-24,Man,South,Urban,87.2,5.1,0
Convenience,P03552,35-44,Woman,Midlands,Urban,83.8,7.6,1
Convenience,P20109,35-44,Woman,North,Urban,73.1,5.3,0
Convenience,P26913,18-24,Man,London,Urban,87.1,4.3,0
Convenience,P37355,45-54,Man,North,Urban,74.3,3.7,0
Convenience,P15748,35-44,Woman,South,Urban,83.4,6.4,0
Convenience,P17550,25-34,Man,South,Urban,71.9,6.0,0
Convenience,P49280,25-34,Man,Midlands,Urban,88.6,5.9,0
Convenience,P19463,18-24,Man,North,Urban,100.0,6.5,0
Convenience,P01148,55-64,Man,London,Urban,59.2,4.4,0
Convenience,P20154,18-24,Woman,London,Urban,97.0,6.4,0
Convenience,P32910,25-34,Woman,Midlands,Urban,97.2,2.4,0
Convenience,P38733,45-54,Woman,Scotland/Wales,Urban,87.5,3.3,0
Convenience,P27455,18-24,Man,North,Urban,96.5,5.9,0
Convenience,P19071,18-24,Woman,London,Urban,80.6,5.9,0
Convenience,P31083,25-34,Man,North,Urban,100.0,2.8,0
Convenience,P20412,45-54,Woman,North,Urban,67.8,2.1,0
Convenience,P28127,35-44,Woman,London,Urban,62.1,5.0,0
Convenience,P32493,45-54,Man,South,Urban,82.5,4.7,0
Convenience,P24448,35-44,Man,Midlands,Urban,95.7,5.2,0
Convenience,P18167,18-24,Man,London,Urban,94.9,5.5,0
Convenience,P12611,45-54,Non-binary / other,London,Urban,50.4,3.8,0
Convenience,P08073,25-34,Woman,Midlands,Urban,89.4,8.7,1
Convenience,P45232,18-24,Man,London,Rural / small town,93.7,4.5,0
Convenience,P22391,45-54,Woman,Midlands,Rural / small town,61.4,5.1,0
Convenience,P34822,25-34,Woman,North,Urban,85.0,7.0,1
Convenience,P36876,25-34,Man,North,Urban,94.9,5.9,0
Convenience,P01394,25-34,Man,Midlands,Urban,79.5,9.0,1
Convenience,P28449,45-54,Woman,Midlands,Urban,100.0,4.1,0
Convenience,P03120,18-24,Man,Midlands,Urban,100.0,5.2,0
Convenience,P14408,25-34,Woman,London,Rural / small town,55.0,3.8,0
Convenience,P40973,35-44,Man,Midlands,Urban,99.6,7.6,1
Convenience,P32121,45-54,Woman,Midlands,Urban,66.6,5.6,0
Convenience,P28754,25-34,Woman,Scotland/Wales,Urban,88.5,6.0,0
Convenience,P10171,25-34,Woman,London,Urban,88.6,7.0,1
Convenience,P30312,55-64,Man,Scotland/Wales,Urban,63.3,6.1,0
Convenience,P08159,25-34,Man,Scotland/Wales,Urban,77.1,3.5,0
Convenience,P18529,45-54,Woman,Midlands,Urban,63.6,5.7,0
Convenience,P03330,35-44,Woman,South,Urban,92.9,5.6,0
Convenience,P17823,55-64,Man,London,Urban,60.7,4.1,0
Convenience,P08747,18-24,Man,South,Urban,100.0,5.6,0
Convenience,P01900,18-24,Woman,South,Urban,100.0,6.9,0
Convenience,P08340,35-44,Man,South,Rural / small town,61.6,5.2,0
Convenience,P15077,25-34,Man,Midlands,Rural / small town,55.9,6.1,0
Convenience,P02043,25-34,Woman,London,Urban,70.3,5.3,0
Convenience,P11763,25-34,Woman,Midlands,Urban,91.3,7.0,1
Convenience,P35809,25-34,Woman,North,Urban,87.6,4.5,0
Convenience,P10991,45-54,Woman,Scotland/Wales,Rural / small town,49.3,4.7,0
Convenience,P32847,25-34,Woman,London,Urban,82.0,3.8,0
Convenience,P35593,55-64,Man,North,Urban,52.5,3.8,0
Convenience,P07895,25-34,Man,South,Urban,86.3,6.2,0
Convenience,P12589,55-64,Woman,North,Urban,63.7,2.9,0
Convenience,P16056,25-34,Woman,North,Urban,83.2,4.6,0
Convenience,P42924,35-44,Man,North,Urban,88.2,7.4,1
Convenience,P28569,18-24,Man,London,Urban,90.0,7.4,1
Convenience,P36056,35-44,Woman,Scotland/Wales,Urban,67.3,4.1,0
Convenience,P22823,35-44,Man,Midlands,Urban,77.1,3.3,0
Convenience,P33229,35-44,Woman,South,Urban,86.4,8.4,1
Convenience,P39083,18-24,Man,Scotland/Wales,Rural / small town,62.6,2.2,0
Convenience,P21422,65-74,Woman,London,Urban,57.6,5.7,0
Convenience,P10411,35-44,Woman,Midlands,Urban,70.2,4.2,0
Convenience,P05644,55-64,Man,Scotland/Wales,Urban,32.5,1.3,0
Convenience,P35978,25-34,Non-binary / other,London,Urban,62.5,5.7,0
Convenience,P40746,55-64,Woman,North,Urban,48.3,5.2,0
Convenience,P29771,35-44,Woman,Scotland/Wales,Rural / small town,81.3,2.2,0
Convenience,P20655,55-64,Man,North,Urban,51.8,4.7,0
Convenience,P17567,35-44,Man,Scotland/Wales,Urban,88.9,5.1,0
Convenience,P21131,25-34,Man,North,Urban,74.6,5.4,0
Convenience,P48569,25-34,Man,South,Urban,97.3,10.0,1
Convenience,P31718,35-44,Woman,Midlands,Urban,85.0,4.9,0
Convenience,P27712,25-34,Man,Scotland/Wales,Urban,83.6,7.5,1
Convenience,P41994,45-54,Woman,Midlands,Rural / small town,57.5,4.5,0
Convenience,P08102,45-54,Man,North,Urban,66.1,5.3,0
Convenience,P29313,18-24,Man,North,Urban,75.5,6.4,0
Convenience,P09203,55-64,Woman,North,Urban,65.7,1.3,0
Convenience,P13963,45-54,Man,North,Urban,48.6,4.1,0
Convenience,P00614,25-34,Man,Midlands,Rural / small town,62.5,6.0,0
Convenience,P32788,18-24,Man,Midlands,Rural / small town,89.3,5.3,0
Convenience,P39775,35-44,Woman,South,Urban,77.0,4.9,0
Convenience,P24340,18-24,Man,North,Urban,98.2,3.2,0
Convenience,P43368,45-54,Woman,London,Urban,75.9,5.4,0
Convenience,P06535,45-54,Man,Midlands,Urban,80.8,8.2,1
Convenience,P16836,25-34,Man,Scotland/Wales,Rural / small town,70.5,6.5,0
Convenience,P21425,18-24,Man,North,Urban,69.3,5.2,0
Convenience,P11282,18-24,Man,South,Rural / small town,97.3,8.0,1
Convenience,P27785,25-34,Woman,Scotland/Wales,Urban,77.8,4.6,0
Convenience,P08904,35-44,Non-binary / other,North,Urban,87.0,5.0,0
Convenience,P24751,18-24,Man,North,Urban,72.0,6.3,0
Convenience,P48485,55-64,Woman,Midlands,Urban,40.9,5.9,0
Convenience,P07155,18-24,Woman,North,Urban,90.0,2.0,0
Convenience,P04754,35-44,Man,South,Rural / small town,50.7,6.5,0
Convenience,P05622,25-34,Man,Midlands,Urban,100.0,5.6,0
Convenience,P08982,18-24,Man,South,Urban,84.6,3.3,0
Convenience,P21822,25-34,Woman,London,Urban,84.5,6.1,0
Convenience,P13849,55-64,Woman,North,Urban,95.5,3.7,0
Convenience,P40531,18-24,Non-binary / other,London,Urban,100.0,6.4,0
Convenience,P27610,25-34,Woman,North,Urban,79.7,4.5,0
Convenience,P42683,45-54,Man,South,Urban,86.0,6.6,0
Convenience,P28802,25-34,Woman,North,Rural / small town,84.0,6.3,0
Convenience,P48323,25-34,Man,Midlands,Urban,76.0,6.0,0
Convenience,P37964,25-34,Woman,Scotland/Wales,Urban,66.5,6.5,0
Convenience,P36910,35-44,Man,North,Urban,81.8,6.8,0
Convenience,P27724,25-34,Woman,Midlands,Urban,70.5,4.7,0
Convenience,P40641,65-74,Man,Midlands,Urban,51.5,3.8,0
Convenience,P05426,45-54,Man,London,Urban,42.8,1.9,0
Convenience,P47522,45-54,Woman,Scotland/Wales,Urban,67.8,5.9,0
Convenience,P17538,55-64,Man,North,Rural / small town,30.6,3.8,0
Convenience,P46874,18-24,Man,North,Rural / small town,92.2,5.5,0
Convenience,P48582,45-54,Man,North,Urban,61.7,2.7,0
Convenience,P15987,55-64,Man,London,Urban,47.8,4.6,0
Convenience,P10789,35-44,Man,North,Urban,69.7,5.4,0
Convenience,P36880,25-34,Man,London,Urban,77.7,7.8,1
Convenience,P02402,25-34,Woman,London,Urban,80.5,10.0,1
Convenience,P26249,18-24,Man,South,Urban,96.1,7.6,1
Convenience,P46272,18-24,Woman,Midlands,Urban,81.9,6.9,0
Convenience,P48560,18-24,Man,London,Urban,93.9,8.0,1
Convenience,P03690,45-54,Man,South,Urban,87.5,6.8,0
Convenience,P37148,45-54,Woman,Midlands,Urban,64.5,5.0,0
Convenience,P41831,45-54,Man,Scotland/Wales,Urban,73.1,2.9,0
Convenience,P26256,35-44,Man,North,Urban,57.3,4.1,0
Convenience,P45411,25-34,Woman,North,Urban,85.5,6.4,0
Convenience,P33155,18-24,Woman,North,Urban,80.5,5.6,0
Convenience,P01723,25-34,Man,South,Urban,78.4,8.7,1
Convenience,P22720,55-64,Woman,North,Urban,47.3,4.0,0
Convenience,P27513,55-64,Man,North,Urban,62.2,3.3,0
Convenience,P18922,35-44,Woman,Scotland/Wales,Urban,83.2,3.5,0
Convenience,P07968,18-24,Woman,South,Urban,84.6,3.5,0
Convenience,P23059,25-34,Man,Midlands,Urban,77.9,5.3,0
Convenience,P26716,35-44,Woman,London,Urban,80.2,7.1,1
Convenience,P02811,55-64,Woman,South,Urban,78.2,6.1,0
Convenience,P37191,45-54,Woman,London,Urban,61.9,2.3,0
Convenience,P16410,25-34,Man,Midlands,Urban,81.5,6.7,0
Convenience,P38857,25-34,Woman,North,Urban,57.4,3.6,0
Convenience,P26750,45-54,Woman,North,Urban,85.5,6.5,0
Convenience,P46452,35-44,Woman,London,Urban,72.2,5.2,0
Convenience,P37665,65-74,Woman,North,Rural / small town,48.6,2.5,0
Convenience,P37733,55-64,Man,North,Urban,63.5,5.2,0
Convenience,P46920,25-34,Woman,South,Urban,84.1,2.6,0
Convenience,P36707,25-34,Man,South,Urban,83.9,7.4,1
Convenience,P44803,35-44,Woman,South,Urban,70.7,6.7,0
Convenience,P01487,45-54,Man,North,Urban,75.5,5.5,0
Convenience,P42449,45-54,Woman,North,Urban,49.2,3.9,0
Convenience,P19125,45-54,Man,South,Urban,95.0,5.8,0
Convenience,P23096,45-54,Woman,South,Rural / small town,63.3,0.9,0
Convenience,P06264,25-34,Man,Scotland/Wales,Urban,100.0,6.8,0
Convenience,P24879,18-24,Man,South,Urban,89.7,5.9,0
Convenience,P39934,25-34,Woman,South,Urban,90.9,4.3,0
Convenience,P45310,35-44,Woman,Midlands,Urban,65.0,5.7,0
Convenience,P25559,25-34,Woman,North,Urban,100.0,5.3,0
Convenience,P45632,65-74,Woman,Scotland/Wales,Urban,48.3,2.3,0
Convenience,P38451,45-54,Man,London,Urban,53.7,6.0,0
Convenience,P22016,18-24,Man,London,Rural / small town,98.9,6.8,0
Convenience,P33003,35-44,Woman,Scotland/Wales,Rural / small town,78.3,4.9,0
Convenience,P07668,18-24,Man,London,Urban,90.3,6.8,0
Convenience,P17138,25-34,Man,Midlands,Urban,94.2,6.4,0
Convenience,P10700,18-24,Woman,Midlands,Urban,77.4,7.2,1
Convenience,P25475,18-24,Woman,South,Rural / small town,77.7,3.0,0
Convenience,P20728,25-34,Woman,South,Urban,97.1,9.6,1
Convenience,P10542,18-24,Woman,London,Urban,93.9,7.7,1
Convenience,P42653,45-54,Man,Scotland/Wales,Urban,56.8,7.0,1
Convenience,P29808,18-24,Man,South,Rural / small town,75.6,4.3,0
Convenience,P06580,18-24,Man,London,Urban,80.8,5.7,0
Convenience,P16143,35-44,Man,Midlands,Rural / small town,99.2,3.3,0
Convenience,P23872,25-34,Woman,South,Urban,72.5,6.1,0
Convenience,P28894,25-34,Woman,Midlands,Rural / small town,86.1,5.9,0
Convenience,P11861,25-34,Woman,London,Urban,70.4,6.1,0
Convenience,P38610,55-64,Man,North,Urban,79.6,2.9,0
Convenience,P48926,45-54,Woman,North,Urban,70.9,7.6,1
Convenience,P12631,25-34,Man,Midlands,Urban,63.7,5.9,0
Convenience,P45784,18-24,Man,Midlands,Urban,94.5,8.0,1
Convenience,P33381,35-44,Man,South,Urban,63.6,6.1,0
Convenience,P19788,35-44,Woman,Scotland/Wales,Urban,74.8,6.0,0
Convenience,P43386,65-74,Man,South,Rural / small town,43.1,4.2,0
Convenience,P42806,25-34,Woman,South,Urban,77.0,6.4,0
Convenience,P31291,25-34,Man,London,Urban,86.4,10.0,1
Convenience,P00121,18-24,Man,Midlands,Urban,100.0,6.5,0
Convenience,P00817,55-64,Woman,Scotland/Wales,Rural / small town,58.9,1.8,0
Convenience,P43578,18-24,Man,North,Urban,100.0,7.9,1
Convenience,P41507,25-34,Woman,North,Urban,97.9,4.4,0
Convenience,P43226,55-64,Woman,Midlands,Urban,55.9,4.6,0
Convenience,P15370,45-54,Man,South,Urban,65.7,2.5,0
Convenience,P33375,18-24,Woman,Scotland/Wales,Rural / small town,74.6,4.8,0
Convenience,P06358,35-44,Man,Scotland/Wales,Rural / small town,60.0,5.7,0
Convenience,P19116,35-44,Man,South,Urban,71.9,6.2,0
Convenience,P49243,35-44,Woman,North,Urban,78.9,7.4,1
Convenience,P24872,35-44,Man,South,Urban,75.2,4.5,0
Convenience,P31016,18-24,Man,North,Urban,95.5,7.3,1
Convenience,P46942,35-44,Non-binary / other,London,Urban,88.2,9.2,1
Convenience,P03702,45-54,Woman,South,Urban,77.3,6.4,0
Convenience,P23889,25-34,Man,London,Urban,96.8,8.9,1
Convenience,P21840,35-44,Woman,London,Urban,91.1,7.4,1
Convenience,P09568,35-44,Man,South,Urban,74.7,5.5,0
